 Procedimentos hospitalares do SUS - por local de residência - Brasil
Média permanência por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0503 Ações relacionadas à doação de orgãos e tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"411870 PAULO FRONTIN";...;...;...;2,2;2,6;5,5;1,5;...;1,0;-;...;4,0;...;-;3,0;3,8;3,7;...;...;2,1;...;...;...;4,7;1,4;...;...;...;5,0;2,6
"411880 PEABIRU";...;2,3;...;1,0;6,6;4,3;5,5;7,0;1,5;...;...;...;...;-;2,6;...;1,6;1,8;...;2,8;4,0;1,0;...;3,9;0,2;...;0,7;...;...;4,2
"411885 PEROBAL";...;...;...;1,4;8,9;1,4;...;5,5;1,7;-;...;...;6,5;-;1,7;9,0;2,9;9,5;...;1,5;2,0;3,0;...;4,9;7,0;...;...;...;...;5,1
"411890 PEROLA";...;...;...;1,1;9,9;3,0;2,0;2,0;1,5;...;1,0;1,0;...;...;2,3;6,0;2,1;1,4;...;2,1;14,7;...;...;2,7;2,0;...;...;...;9,2;5,8
"411900 PEROLA D'OESTE";...;...;...;1,0;3,7;2,0;2,3;...;1,5;-;...;...;...;-;6,5;1,3;2,8;2,0;...;2,4;7,0;...;...;2,3;0,3;...;...;...;...;2,8
"411910 PIEN";...;10,8;...;0,9;2,8;3,5;1,1;2,0;2,3;2,0;...;...;6,0;1,0;6,0;9,4;2,0;-;...;2,2;11,1;...;...;3,1;0,8;...;5,0;7,0;-;2,8
"411915 PINHAIS";7,0;4,2;2,3;1,0;8,2;4,1;5,1;2,5;2,5;0,3;1,0;3,3;9,3;0,1;4,8;3,6;2,4;3,5;-;2,1;6,1;4,2;-;5,3;1,0;...;-;7,1;9,9;5,3
"411920 PINHALAO";...;...;...;-;4,7;4,8;3,0;5,0;2,3;25,0;1,0;...;...;-;3,6;2,1;1,8;1,0;...;3,0;7,0;...;...;6,8;6,0;...;...;...;...;4,4
"411925 PINHAL DE SAO BENTO";...;...;...;1,7;3,5;1,3;...;...;2,0;-;...;...;...;...;...;...;1,9;2,0;...;2,4;...;4,5;...;6,0;2,0;...;...;...;...;2,5
"411930 PINHAO";...;0,5;...;0,8;3,8;5,3;5,0;1,9;2,6;1,7;...;1,5;11,0;1,0;5,3;5,8;2,2;1,6;-;2,4;6,3;2,3;...;3,3;1,2;...;-;...;-;3,4
"411940 PIRAI DO SUL";...;...;...;1,2;6,2;4,7;5,1;7,3;5,7;2,0;...;4,0;2,0;-;2,7;3,0;1,9;2,0;...;2,2;5,2;10,3;1,0;4,2;2,5;...;...;...;...;4,3
"411950 PIRAQUARA";...;4,7;1,0;1,0;7,8;3,8;4,1;2,7;2,2;2,9;...;2,8;5,2;0,1;5,1;3,5;2,4;1,7;-;1,9;7,3;1,5;3,0;3,8;1,1;...;-;12,0;5,4;4,7
"411960 PITANGA";1,0;...;...;1,0;3,2;4,1;2,3;1,2;2,3;1,5;...;2,0;2,3;-;2,7;1,9;2,0;2,0;2,0;2,1;5,0;3,3;...;7,0;1,7;...;-;7,0;2,3;2,8
"411965 PITANGUEIRAS";...;...;...;1,3;4,7;3,0;1,0;4,0;2,0;...;...;10,0;...;...;6,7;2,0;4,0;-;...;3,0;...;...;...;5,0;1,7;...;...;...;...;3,8
"411970 PLANALTINA DO PARANA";...;...;...;1,9;10,9;1,0;4,0;8,3;3,0;1,0;...;...;...;...;2,0;5,9;4,0;1,2;2,0;2,7;...;...;...;6,0;6,3;...;...;...;...;6,1
"411980 PLANALTO";-;...;...;3,8;3,4;2,1;1,7;4,0;1,8;1,0;...;...;2,0;1,0;5,2;2,2;4,3;8,0;2,0;3,3;...;2,0;...;4,3;0,6;...;...;...;...;3,1
"411990 PONTA GROSSA";-;5,0;...;2,2;7,8;3,7;5,1;5,7;2,3;1,0;2,0;6,4;3,7;0,2;3,6;3,7;4,6;2,3;4,7;2,0;6,4;6,8;...;5,1;2,3;2,0;0,9;13,7;5,5;5,0
"411995 PONTAL DO PARANA";...;-;1,0;6,3;7,9;4,1;5,2;5,0;2,5;-;...;13,0;1,0;0,3;3,4;5,5;1,4;2,3;...;2,6;13,0;...;...;8,4;1,4;...;...;19,0;11,0;5,4
"412000 PORECATU";...;...;...;2,5;7,1;3,9;4,9;...;2,7;...;...;6,0;...;-;4,3;2,8;4,4;2,5;...;2,8;...;...;...;4,9;2,0;...;-;...;...;4,9
"412010 PORTO AMAZONAS";...;...;...;-;6,0;...;2,7;1,5;2,0;...;...;...;...;...;2,8;4,5;3,3;...;...;2,5;...;...;...;4,0;...;...;...;...;...;4,3
"412015 PORTO BARREIRO";...;...;...;-;3,7;2,9;6,4;...;2,0;...;...;...;...;-;6,5;...;1,8;-;...;2,3;...;2,0;...;2,5;-;...;-;...;...;3,0
"412020 PORTO RICO";...;...;...;1,0;4,4;1,0;2,3;...;2,0;...;...;...;...;-;4,0;6,5;3,5;2,5;...;1,5;...;3,0;...;...;...;...;...;...;...;3,1
"412030 PORTO VITORIA";...;...;...;1,4;4,4;2,0;3,0;2,0;1,5;2,0;...;...;17,5;2,0;2,0;18,5;2,3;...;...;2,3;1,0;1,0;...;4,8;2,3;...;...;...;...;3,8
"412033 PRADO FERREIRA";...;...;...;1,7;8,2;...;3,3;3,0;2,2;...;...;...;...;...;7,8;4,3;8,5;4,0;...;3,4;...;...;...;1,7;7,2;...;-;...;...;5,6
"412035 PRANCHITA";...;...;...;...;4,1;2,6;9,8;4,0;1,8;1,0;...;4,0;...;...;3,7;5,2;2,4;0,5;...;1,7;...;...;...;9,3;3,0;...;...;...;...;4,1
"412040 PRESIDENTE CASTELO BRANCO";...;...;...;1,0;10,7;...;6,0;...;2,7;...;...;...;...;...;5,3;3,8;3,3;...;...;2,0;1,0;...;...;3,0;...;...;...;...;...;6,7
"412050 PRIMEIRO DE MAIO";...;2,7;...;1,0;9,8;2,4;5,5;3,5;3,6;8,0;...;...;...;-;5,1;4,5;4,4;2,0;...;2,4;...;...;...;6,2;6,8;...;...;...;...;6,5
"412060 PRUDENTOPOLIS";...;...;2,0;0,6;3,1;3,4;3,2;2,5;2,2;0,6;1,0;2,2;3,1;3,2;2,9;2,9;1,6;1,4;...;2,4;3,0;12,0;...;3,8;2,2;...;-;...;0,5;2,8
"412065 QUARTO CENTENARIO";...;...;...;1,5;4,8;3,9;...;3,5;2,0;-;...;...;...;...;2,0;...;2,0;3,0;...;2,6;...;...;...;2,8;0,3;...;...;...;...;3,6
"412070 QUATIGUA";-;...;...;1,0;4,3;...;3,5;-;2,3;...;...;...;...;...;2,4;7,8;2,4;1,7;...;2,5;...;4,0;...;3,9;1,7;...;-;...;...;3,2
"412080 QUATRO BARRAS";1,0;...;1,0;1,8;6,3;4,0;6,3;2,3;1,5;-;1,0;0,3;3,5;1,0;3,3;2,2;1,9;1,8;...;1,2;7,4;1,0;...;4,0;1,1;...;...;9,0;6,9;4,4
"412085 QUATRO PONTES";...;...;...;1,5;2,3;4,0;3,8;3,0;1,5;0,5;...;...;2,0;...;...;1,0;0,8;-;...;1,5;...;...;...;3,4;0,7;...;...;...;...;2,1
"412090 QUEDAS DO IGUACU";...;3,0;...;-;5,8;2,3;3,4;1,6;2,6;0,3;...;8,3;16,0;...;4,3;5,4;3,8;1,5;-;2,2;6,0;8,0;...;6,3;2,4;...;-;...;2,0;4,5
"412100 QUERENCIA DO NORTE";...;...;...;1,2;4,8;4,3;2,5;2,5;...;...;...;...;19,5;...;8,6;2,9;4,2;3,0;...;2,0;...;...;...;3,7;2,0;...;...;...;...;4,4
"412110 QUINTA DO SOL";...;...;...;1,0;6,4;...;2,0;...;2,5;...;...;...;5,0;...;1,0;2,5;1,8;...;...;2,0;...;...;...;5,0;-;...;...;...;...;4,3
"412120 QUITANDINHA";...;1,0;...;2,0;3,8;1,7;11,0;19,0;2,3;3,0;...;-;1,0;...;3,6;2,3;5,5;2,0;...;3,1;3,8;7,5;...;1,5;0,6;...;...;5,0;...;3,6
"412125 RAMILANDIA";...;...;...;1,8;6,6;...;3,0;4,0;3,3;-;...;...;...;-;2,0;13,0;0,6;2,0;...;2,1;3,0;...;...;4,4;1,5;...;...;...;...;3,5
"412130 RANCHO ALEGRE";...;...;...;1,0;5,0;2,5;4,0;3,0;1,7;...;...;...;...;...;2,5;...;4,7;...;...;3,2;...;...;...;11,3;...;...;-;...;...;3,8
"412135 RANCHO ALEGRE D'OESTE";...;...;...;1,8;6,7;2,3;3,0;3,0;2,5;...;...;18,0;...;...;...;...;2,6;2,7;...;2,8;...;...;...;15,5;4,5;...;1,0;...;...;4,5
"412140 REALEZA";...;...;...;0,8;6,6;2,5;3,5;1,3;1,8;0,3;...;21,0;...;-;6,5;3,8;2,9;1,6;...;2,1;3,8;10,5;...;5,8;0,6;...;-;...;...;4,6
"412150 REBOUCAS";...;...;...;1,0;9,9;3,8;4,6;3,3;2,4;...;...;1,0;3,0;...;2,3;3,2;1,9;0,7;-;2,0;...;5,0;...;6,5;0,5;...;...;...;0,3;6,5
"412160 RENASCENCA";...;...;...;0,3;7,6;2,7;13,0;2,0;2,0;...;...;-;17,0;1,5;6,0;6,3;2,8;1,0;-;2,0;14,0;...;...;2,0;6,0;...;...;...;...;5,2
"412170 RESERVA";...;...;...;0,7;16,5;1,8;2,6;2,3;2,0;-;...;5,0;3,2;-;5,7;3,1;2,0;2,2;...;2,1;6,0;6,5;...;4,1;1,6;...;-;...;21,0;7,7
"412175 RESERVA DO IGUACU";...;...;...;...;3,8;3,3;3,5;1,0;2,0;...;...;...;...;...;1,0;...;5,0;0,3;...;2,3;-;...;...;10,0;3,5;...;...;...;...;3,8
"412180 RIBEIRAO CLARO";...;...;...;...;4,2;3,3;2,4;3,9;2,6;4,0;...;...;3,0;...;4,0;3,9;1,8;6,0;0,5;2,3;5,0;...;...;5,5;1,7;...;...;...;...;3,8
"412190 RIBEIRAO DO PINHAL";...;...;...;0,7;4,6;2,1;1,4;1,0;2,2;...;...;20,0;3,0;...;6,1;5,1;3,7;0,3;...;2,4;5,0;...;...;4,5;2,0;...;1,0;2,0;3,0;4,0
"412200 RIO AZUL";-;...;...;...;5,7;6,0;2,2;2,8;2,5;...;...;5,2;8,0;-;1,6;3,2;3,1;2,3;...;2,1;11,0;...;7,0;1,7;2,0;...;...;...;...;4,2
"412210 RIO BOM";...;1,0;...;1,0;15,6;10,0;2,0;...;...;...;...;...;...;...;...;14,0;2,9;...;...;2,0;...;...;...;4,0;...;...;...;...;...;9,7
"412215 RIO BONITO DO IGUACU";...;...;...;0,3;4,8;2,4;2,8;2,0;2,4;-;...;...;16,3;-;4,3;3,3;1,9;1,3;...;2,4;4,3;8,0;...;4,8;0,9;...;...;...;3,0;3,6
"412217 RIO BRANCO DO IVAI";...;...;...;...;5,0;3,0;3,0;3,0;...;...;...;...;4,0;...;0,5;7,0;1,6;1,5;...;2,0;...;...;...;6,4;4,0;...;...;...;...;4,0
"412220 RIO BRANCO DO SUL";...;8,4;...;0,7;6,1;5,3;2,2;5,8;2,6;3,0;...;9,3;6,6;-;3,4;3,7;2,6;2,5;-;2,3;6,4;8,7;...;3,3;3,2;...;...;...;4,0;4,2
"412230 RIO NEGRO";...;9,5;...;1,0;5,6;3,3;2,4;5,0;2,0;0,3;...;1,0;2,4;-;5,7;2,7;4,4;1,0;...;2,1;15,0;...;-;4,0;0,9;...;-;11,0;...;4,0
"412240 ROLANDIA";-;16,0;...;0,8;7,7;3,2;4,1;5,3;2,4;1,0;4,0;9,3;8,0;0,1;4,9;4,2;3,4;2,4;...;2,6;4,7;...;...;5,1;3,1;...;0,4;...;20,0;4,4
"412250 RONCADOR";...;...;...;1,0;4,1;3,5;1,8;7,0;2,0;1,0;...;...;...;...;4,0;2,7;1,8;1,4;...;2,2;5,0;2,7;...;4,6;0,5;...;...;...;...;3,3
"412260 RONDON";...;...;...;1,1;3,7;0,8;3,2;4,0;2,3;...;...;5,0;...;...;3,3;1,5;1,5;2,0;...;2,4;14,0;...;...;3,5;2,0;...;...;...;...;2,9
"412265 ROSARIO DO IVAI";...;...;3,0;...;5,1;9,7;3,0;...;...;...;1,0;...;...;-;2,0;6,5;2,5;2,7;1,0;2,8;...;...;...;3,0;2,0;...;...;...;...;4,8
"412270 SABAUDIA";1,0;...;...;-;9,1;2,0;4,0;3,5;1,5;1,0;...;2,0;...;...;5,1;6,4;5,2;1,5;...;2,1;11,0;...;4,0;4,8;3,3;...;1,0;...;...;5,7
"412280 SALGADO FILHO";1,0;...;...;-;4,7;1,0;...;2,0;2,0;...;...;...;...;...;1,7;5,0;2,4;...;...;2,6;...;...;...;4,0;2,0;...;...;...;...;2,9
"412290 SALTO DO ITARARE";...;3,0;...;5,3;6,5;2,0;3,0;...;3,2;-;...;...;1,0;...;5,5;2,2;1,5;2,0;...;1,8;5,0;...;...;5,0;5,0;...;...;...;...;4,4
"412300 SALTO DO LONTRA";...;...;...;0,6;6,7;2,4;2,3;3,0;1,9;-;...;2,5;8,0;-;4,8;2,2;3,9;3,5;-;2,0;10,0;...;...;10,3;2,3;...;...;10,0;...;4,5
"412310 SANTA AMELIA";...;...;...;1,0;5,3;...;2,8;3,0;2,0;...;...;...;...;...;4,0;2,0;2,0;2,0;...;2,7;...;...;...;1,0;...;...;...;...;...;4,3
"412320 SANTA CECILIA DO PAVAO";...;...;...;0,6;10,3;2,0;2,0;2,5;...;...;...;...;...;...;4,0;2,0;2,8;...;...;3,2;...;...;...;15,0;1,3;...;...;...;...;6,8
"412330 SANTA CRUZ DE MONTE CASTELO";...;...;...;1,0;6,6;1,7;2,8;-;8,0;1,0;...;20,0;9,0;...;9,8;4,7;3,1;2,5;...;...;9,3;...;...;6,8;10,0;...;-;...;...;5,7
"412340 SANTA FE";...;...;...;1,5;9,3;1,8;2,3;...;2,2;...;...;9,5;...;-;4,0;4,9;5,8;1,0;...;2,4;4,0;...;...;3,7;3,2;...;...;...;...;5,9
"412350 SANTA HELENA";...;...;...;1,3;5,7;2,9;2,0;2,2;2,0;2,0;...;2,5;1,0;-;4,5;3,2;1,2;1,4;1,0;2,8;4,3;5,0;...;3,9;2,1;...;-;49,0;10,0;3,8
"412360 SANTA INES";...;...;...;1,0;4,4;...;...;2,7;1,0;...;...;...;...;...;3,0;...;...;5,0;...;2,2;...;...;...;5,3;...;...;...;...;...;3,8
"412370 SANTA ISABEL DO IVAI";22,0;...;...;1,5;6,3;5,0;3,0;2,5;...;...;...;...;...;...;2,0;5,5;2,1;1,3;...;3,8;...;...;...;4,3;4,8;...;...;32,0;...;5,5
"412380 SANTA IZABEL DO OESTE";...;...;...;1,0;3,8;2,9;2,7;2,5;2,8;...;2,0;11,8;6,0;...;6,0;3,1;3,0;2,0;...;2,0;3,5;2,0;...;4,2;3,7;...;-;...;...;3,4
"412382 SANTA LUCIA";...;...;...;2,0;5,5;2,8;...;1,8;2,5;...;...;...;...;-;1,5;2,0;5,0;4,0;...;2,5;4,0;...;...;1,5;8,0;...;-;...;...;3,9
"412385 SANTA MARIA DO OESTE";...;...;...;...;13,4;24,0;4,0;2,0;2,5;...;...;...;1,0;...;8,0;4,8;2,4;1,0;...;2,3;...;...;...;4,7;2,0;...;1,0;...;...;7,7
"412390 SANTA MARIANA";2,0;...;...;1,0;3,9;7,0;3,8;3,0;2,3;...;...;2,7;...;...;5,4;2,1;1,9;2,2;...;2,9;...;...;...;5,8;1,7;...;...;...;...;3,8
"412395 SANTA MONICA";...;...;...;1,0;10,4;1,9;...;2,0;4,0;...;...;...;...;...;12,0;6,0;3,0;1,0;...;3,0;...;...;...;13,0;...;...;...;...;...;5,4
"412400 SANTANA DO ITARARE";...;...;...;2,0;3,8;3,3;3,6;1,0;1,8;...;...;...;...;...;6,5;6,7;1,7;...;...;1,5;...;...;...;8,7;1,7;...;...;...;...;3,7
"412402 SANTA TEREZA DO OESTE";...;...;...;1,0;7,0;2,6;-;3,0;2,9;...;2,0;8,8;...;-;8,4;2,2;2,2;1,0;1,0;2,9;4,0;...;...;4,3;2,3;...;-;...;...;3,8
"412405 SANTA TEREZINHA DE ITAIPU";1,0;...;...;1,0;11,9;5,2;4,3;24,5;1,8;...;...;2,0;1,0;-;4,3;11,9;3,9;3,5;...;2,7;13,0;...;...;4,3;0,8;...;-;...;...;6,2
"412410 SANTO ANTONIO DA PLATINA";1,0;2,0;...;1,3;5,3;2,9;2,6;5,8;2,5;3,0;2,0;12,6;6,0;0,5;3,5;3,8;2,7;3,2;7,0;1,9;5,0;...;...;5,7;4,3;...;-;...;...;4,2
"412420 SANTO ANTONIO DO CAIUA";...;...;...;1,4;8,5;2,0;...;...;...;...;...;2,5;...;...;...;10,0;4,5;-;...;2,3;...;...;...;2,0;2,0;...;...;6,0;...;5,1
"412430 SANTO ANTONIO DO PARAISO";...;...;...;1,0;6,3;2,0;...;2,0;2,0;...;...;...;4,0;-;2,0;2,0;4,5;...;...;2,0;...;...;...;1,0;2,0;...;...;...;...;3,3
"412440 SANTO ANTONIO DO SUDOESTE";...;...;...;1,0;5,0;2,7;2,2;...;1,4;-;...;2,8;-;-;4,6;2,3;3,0;2,0;...;2,5;10,0;...;-;5,1;0,3;...;...;...;3,0;3,7
"412450 SANTO INACIO";4,0;...;...;1,0;5,2;2,9;4,0;3,7;2,0;...;...;...;...;...;...;2,5;3,6;0,7;...;2,4;...;6,5;...;4,7;1,5;...;...;...;...;3,9
"412460 SAO CARLOS DO IVAI";1,0;...;...;1,5;5,2;...;4,5;3,8;2,5;...;...;15,0;14,0;...;4,3;7,8;3,2;6,0;...;3,3;9,5;...;...;4,3;1,0;...;...;...;...;4,6
"412470 SAO JERONIMO DA SERRA";...;...;...;0,3;6,2;2,6;7,0;3,0;3,3;...;...;...;4,5;2,0;1,0;5,0;3,6;1,5;...;3,2;...;...;...;4,0;1,0;...;1,0;...;...;4,3
"412480 SAO JOAO";...;...;...;0,3;4,8;3,8;2,0;2,5;1,5;-;2,0;1,0;-;...;3,5;5,0;1,9;0,8;...;1,3;...;7,0;...;3,8;1,3;...;...;...;...;3,1
"412490 SAO JOAO DO CAIUA";6,0;...;...;2,0;4,3;2,6;3,4;...;2,3;...;...;4,0;24,0;...;4,0;10,5;4,3;1,0;...;2,2;...;...;...;0,8;2,0;...;-;...;...;3,7
"412500 SAO JOAO DO IVAI";...;...;...;0,6;6,7;2,4;2,9;5,0;2,0;...;...;5,0;5,2;1,0;4,1;2,9;2,4;1,8;1,0;2,1;6,0;10,0;...;3,1;1,7;...;-;...;...;4,9
"412510 SAO JOAO DO TRIUNFO";...;...;...;1,2;6,2;2,2;1,5;2,0;1,7;-;1,0;6,0;1,0;-;3,3;4,3;2,3;2,0;...;2,0;...;...;...;3,7;2,0;...;...;...;...;3,7
"412520 SAO JORGE D'OESTE";...;...;...;1,3;5,1;2,7;3,4;...;1,8;-;...;3,0;...;...;1,0;4,5;2,6;1,5;...;1,6;2,0;7,5;...;3,7;1,5;...;...;...;...;3,8
"412530 SAO JORGE DO IVAI";...;...;...;...;6,6;4,7;...;1,5;...;...;...;3,7;...;...;4,3;5,3;2,3;...;...;3,0;...;...;...;3,6;2,5;...;1,0;...;...;4,9
"412535 SAO JORGE DO PATROCINIO";...;...;...;2,6;8,5;2,6;2,5;2,0;1,0;2,0;...;...;13,0;...;6,5;3,0;2,4;2,7;...;2,1;...;...;...;3,1;2,0;...;...;...;...;5,0
"412540 SAO JOSE DA BOA VISTA";...;...;...;2,5;4,1;3,5;1,7;1,6;2,6;...;...;...;2,0;...;...;2,5;1,7;1,5;...;2,5;...;...;...;2,5;4,0;...;...;...;...;3,0
"412545 SAO JOSE DAS PALMEIRAS";...;...;...;...;3,4;2,0;2,0;3,0;2,0;...;...;...;...;...;...;2,0;...;...;...;2,0;...;2,3;...;1,0;-;...;...;...;...;3,0
"412550 SAO JOSE DOS PINHAIS";0,3;5,7;1,0;0,7;8,2;3,9;5,6;3,6;2,6;3,1;...;8,7;7,0;0,2;4,7;3,2;2,3;2,2;0,5;2,4;4,6;7,3;...;3,8;1,7;2,0;0,3;10,9;10,1;5,2
"412555 SAO MANOEL DO PARANA";...;...;...;1,5;4,6;1,0;...;1,0;2,0;1,0;...;...;...;...;3,0;1,0;2,3;1,5;...;2,0;...;...;...;1,0;2,0;...;...;...;...;2,5
"412560 SAO MATEUS DO SUL";...;...;...;1,1;5,4;2,6;2,3;3,5;2,2;...;...;5,5;5,7;-;3,3;2,9;2,1;1,8;1,0;2,6;6,5;...;...;6,6;2,4;...;...;23,0;8,5;3,7
"412570 SAO MIGUEL DO IGUACU";...;...;...;1,5;5,8;3,5;1,9;9,5;2,4;-;...;31,0;6,3;...;2,3;2,8;1,4;1,1;-;2,3;9,5;7,0;...;3,0;1,1;...;...;...;...;4,0
"412575 SAO PEDRO DO IGUACU";...;...;...;-;4,9;2,7;2,5;...;1,8;...;...;...;...;...;6,3;1,7;1,5;-;...;4,1;8,0;...;...;2,5;1,9;...;...;7,0;...;3,6
"412580 SAO PEDRO DO IVAI";...;...;...;...;6,3;3,5;2,2;1,3;2,0;...;...;10,0;...;...;3,0;6,2;2,0;7,0;...;2,0;2,7;...;...;5,4;5,0;...;...;...;...;5,3
"412590 SAO PEDRO DO PARANA";...;...;...;...;3,3;3,0;11,4;1,0;...;...;...;...;2,0;-;...;6,6;2,4;...;...;2,0;...;...;...;1,4;2,0;...;...;...;...;4,1
"412600 SAO SEBASTIAO DA AMOREIRA";...;...;...;1,0;7,2;4,7;3,5;2,0;2,5;...;...;...;...;2,0;6,0;2,7;4,4;2,0;...;2,8;8,0;...;...;4,8;6,5;...;...;...;...;5,5
"412610 SAO TOME";...;...;...;2,9;7,5;3,0;2,3;3,0;2,0;1,0;...;20,0;...;...;4,5;1,0;2,1;...;...;2,0;...;...;...;8,1;...;...;...;...;...;5,3
"412620 SAPOPEMA";...;...;...;2,6;6,0;5,5;3,0;...;2,0;...;...;...;5,0;1,0;4,3;4,0;6,8;4,5;...;2,8;7,0;...;...;19,0;2,0;...;...;...;...;5,1
"412625 SARANDI";...;...;...;1,2;7,2;3,3;3,5;3,0;2,3;1,0;...;9,1;3,5;-;5,9;6,2;4,1;1,6;2,5;2,2;14,0;6,7;...;3,7;4,1;...;0,1;7,0;7,4;4,9
"412627 SAUDADE DO IGUACU";...;...;...;0,7;4,1;5,0;2,0;3,8;1,4;1,0;...;2,0;1,0;...;3,0;...;1,3;1,0;...;1,5;14,5;2,0;...;4,4;1,0;...;4,0;...;...;3,3
"412630 SENGES";...;...;...;1,5;5,2;3,7;5,3;2,0;2,3;...;...;...;...;1,0;4,0;3,7;2,8;3,0;...;2,5;8,0;10,0;...;4,7;1,5;...;0,5;...;...;3,9
"412635 SERRANOPOLIS DO IGUACU";...;...;...;0,9;3,6;1,9;2,7;3,0;3,0;...;...;...;3,0;...;3,7;2,8;1,5;0,4;...;1,8;6,0;3,0;...;2,9;1,8;...;...;...;...;2,7
"412640 SERTANEJA";...;...;...;0,8;7,5;2,6;5,0;3,7;2,0;...;...;11,0;...;-;3,0;7,2;4,2;3,2;...;3,0;...;...;...;4,1;3,8;...;...;...;...;4,8
"412650 SERTANOPOLIS";...;...;...;0,6;6,4;6,3;3,3;4,1;2,3;1,0;...;3,5;1,0;-;4,5;2,6;4,5;1,0;2,0;2,1;8,0;8,5;...;6,0;3,3;...;...;...;...;4,8
"412660 SIQUEIRA CAMPOS";...;...;...;2,3;6,1;2,6;2,4;3,7;2,5;-;...;...;1,0;1,0;6,2;3,4;3,0;7,0;...;2,8;3,0;11,0;...;5,0;1,4;...;...;...;6,0;4,3
"412665 SULINA";...;...;...;0,5;3,4;3,0;2,0;...;1,5;1,0;...;...;...;...;1,0;2,0;1,3;...;...;1,2;16,0;...;...;4,0;2,0;...;...;...;4,0;2,8
"412667 TAMARANA";...;1,0;...;2,1;7,9;3,4;4,1;2,8;3,8;5,0;...;14,0;...;-;4,7;1,8;4,5;2,0;...;2,7;...;9,0;...;6,1;11,5;...;-;...;...;5,1
"412670 TAMBOARA";...;...;...;1,2;4,6;2,0;5,3;...;2,0;...;...;...;26,3;...;3,0;4,0;1,0;1,0;...;2,3;...;...;...;5,0;2,7;...;...;...;...;4,8
"412680 TAPEJARA";...;...;...;0,7;6,7;2,0;2,0;...;2,0;0,5;...;...;...;-;5,7;1,6;2,0;1,0;...;2,7;3,6;8,0;...;6,9;1,0;...;...;...;...;4,3
"412690 TAPIRA";...;...;...;1,2;14,4;5,0;6,0;...;1,0;...;...;7,0;...;...;1,7;3,6;2,0;2,0;1,0;2,6;...;...;...;3,3;1,0;...;-;...;...;6,1
"412700 TEIXEIRA SOARES";...;...;...;0,5;6,3;2,3;2,0;1,0;2,2;...;...;-;1,5;...;1,7;2,6;2,2;2,8;...;2,8;...;5,8;...;3,6;-;...;...;...;2,0;3,9
"412710 TELEMACO BORBA";...;4,0;1,0;1,2;6,1;2,4;3,4;2,2;2,2;2,0;...;1,7;3,0;-;5,2;3,6;2,5;2,1;1,0;2,1;2,0;4,8;...;5,1;0,7;...;-;...;6,7;4,4
"412720 TERRA BOA";1,0;...;...;0,8;4,7;2,8;2,6;2,0;4,8;0,6;...;1,0;7,8;-;3,1;2,9;2,4;1,3;...;2,7;5,0;...;...;5,1;2,3;...;...;...;22,0;4,0
"412730 TERRA RICA";3,0;...;...;2,5;4,4;1,7;6,8;11,3;1,7;...;...;...;1,0;...;12,0;3,2;4,7;1,5;...;2,1;4,0;...;...;2,5;2,9;...;...;...;...;4,0
"412740 TERRA ROXA";...;...;...;-;10,9;2,9;2,5;3,3;1,6;-;...;24,0;...;...;2,1;6,0;1,9;0,8;...;2,4;11,0;...;...;4,3;0,9;...;...;...;...;4,8
"412750 TIBAGI";...;3,0;...;5,0;6,6;8,6;0,9;2,0;2,2;5,7;...;9,0;4,7;-;5,3;7,0;2,2;2,0;...;2,4;3,0;...;...;3,8;1,0;...;...;...;1,0;4,8
"412760 TIJUCAS DO SUL";...;24,0;...;1,5;6,6;-;2,5;3,1;2,1;-;...;1,3;4,0;...;5,6;1,7;2,9;1,7;...;2,3;5,5;9,0;...;3,1;0,5;...;-;1,0;20,0;4,4
"412770 TOLEDO";1,0;...;...;0,6;8,6;2,6;2,3;3,5;1,6;0,4;1,5;9,0;2,1;-;4,0;2,8;1,3;1,9;2,0;2,6;5,4;3,6;...;3,8;1,8;...;-;8,0;11,4;4,6
"412780 TOMAZINA";...;...;...;2,4;3,4;5,2;3,2;2,3;2,7;...;...;...;...;-;4,5;4,3;2,9;2,0;...;2,2;...;...;...;6,6;0,5;...;...;...;...;3,3
